Text,Category
"@usuario andubieron regalando pasteles o eran de chocolate algo así, ya mejor me voy o dire cosas muy feas 🤣🤣🤣
",0
"que putos hasta que llegan los refuerzos se ponen al pedo pinches policías rateros @usuario no hay otra así todos los días con las motos!!!
",1
"todas aquí en tw dicen que son feas y resulta que son altas diosas, si yo digo que soy fea es porque soy fea lpm
",0
"ella es una gata que se cree perra.
",1
"ni madres, si se quiere ir, que se vaya alv. a rogar a la iglesia. no mereces miserias!!!
",0
"wow, no puedo ser el único arto de los juegitos de @usuario  y @usuario !! joder parecen putos payasos de circo!!
",1
"si vas a dejar que tu auto se estacione solo, de una vez asegúrate de usar las zapatillas adecuadas, marica!!
",1
"putos todos, menos los heterosexuales. ellos respetan la moral marcada por el hombre.
",0
"de seguro me pegaron algo esas putas mi gorilita 😩😩😩
",1
"#bts_mwave_final dios solo dormi 2 hrs y soñe con las votaciones :( esto me dejara loca , por mi salud porfavor sigan votando por @bts_twt
",0
" @usuario @usuario jajajaj putos mamadores, siempre me hacen el feo por fresas jeje, yo soy hijo del pueblo y rey del queso de puerco y lo digo sin miedo
",1
"tenia un tweet bien verga pero tengo memoria de dory y valio madre😥
",0
"deja de comer gorda de mierda, si comiste ayer.
",1
"por más feas que sean las cosas, desconocido, todo mejorará. te lo puedo prometer.
",0
" @usuario se lo debemos al maricon.agachon.convenenciero del prianrd. arturo nuñez .este hijo de puta solo hace acuerdos p jodernos.?dixit.fobaproa???
",1
"la maldita obesidad esta cabrona jajajaja @usuario @usuario @usuario @usuario @usuario @usuario <url>
",0
"sigueme @usuario   y dale  rt   y  esta verga  sera  tuya  🍆🍆
",0
"has de ser de los putos drogadictos que trabajan en esa aerolínea bastarda.
",1
"asi es de la unica forma de tomar a una mujer y volverla loca #sexoral❤
",0
"hoy hay 5 mega conciertos en la ciudad y a ninguno putas estoy asistiendo. ¡qué triste!
",0
"¿por qué las feministas son más feas que las mujeres normales? y por favor no respondan mamadas que la pregunta es seria.
",1
"#madre #motherfilm fue presentada en #venecia74. darren aronofsky se inspiró en buñuel cc @usuario 
",0
"si vuelvo a ver otro ""my story"" de la fiesta de mi gene, me voy a volver loca.
",0
"que putas ganas de querer que me despierten con un buen mañanero, joder. 
",0
"arroba renato francis todo haces mal otra vez 😭💔quiero partirles la madre a todos wey 😡💔 #kcaargentina #reggaetonlento #heydj
",1
"ojalá asi me agarrars cuando te digo que me voy en lugar de correrme a la verga cada 5 minutos.
",0
"que feas greñas tiene esa niña ay dios 😷🤧
",1
"ya se dieron cuenta que todos los tweets son de lo mucho que amo a mi novio que pedo estoy loca de amor
",0
"uy mijos, las geométrias me salen igual de feas que yo. 🤦🏼‍♀️
",0
"rogelio: gocé la chiluda 💁🏻‍♂️ todo méxico: ya sabemos que eres turbo joto, no es novedad. 😒 #masterchefmx
",1
"en honor a la madre teresa de calcuta, el día internacional de la beneficencia se conmemora #undíacomohoy.
",0
"a ver mi gente, se los voy a decir solo una vez:¡tatuarse es de criminales y putas! fin.
",1
"no supero que mi prima te vio con harold y le dio vergüenza hablarles, si hubiera sido yo, me pongo como loca y corro a ti @usuario :((
",0
"suelo enamorarme en los últimos meses del año para que en los primeros me rompan mi madre. como que ya me estoy tardando.
",0
"gigante solo uno, putos. para que sigan mamando con su 2-0. fuck off gringos.
",1
"“prométeme que me vas a abrazar y no me vas a soltar”.  alguien que aún no sabe lo loca que estoy.
",0
"@usuario jajajajajaja estas bien tonta, la cagaste.
",1
"cc eres una maldita golfa y no te da pena que la gente se entere. p.d. la mochila es de juan
",1
"estoy esperando para entrar al evento de dref y aczino y hay dos putas cuadras de fila. si no entro me mato amigos.
",0
"iceman salió del clóset en 2015 con los cuates 🌈😜 y todo cool 💪 ahora le dijo a sus papás que es gay y pues... alv 😓 <url>
",0
"¿alguna vez han tenido ilusiones que son demasiado tontas como para morir? la ilusión se aferra a seguir viva ahí en la mente, en el kokoro.
",0
"mis notas son la más marica que tengo en mi teléfono.
",0
"y seguía de curioso queriendo verme la verga y eso fue lo que le mostrare en el siguiente video. 💙🔃 #cruising
",0
"unos mas pendejos que otros, otras mas putas que otras ... ven la diferencia ??
",0
"el bastardo malparido hijo d mil putas juntas @usuario no tarda en salir a hecharle la culpa a mexico,q siga apoyando la violencia
",1
"esa es roja hijo de tu puta madre
",1
"no mames cuándo empezaron a tardar entre 30 y 40 minutos los putos taxis en llegar? es pinche campechito que jodido!
",0
"ando de un joto!!! 🤦🏻#gustoculposomil los malaventurados no lloran de pxndx
",0
" @usuario putos mierdas un aborto debe de acompañarse con asistencia psicológica y apoyo así como al padre hacerlo cumplir por su responsabilidad
",1
"gooooool de ecuador putos argentinos se están por ir a la mierda en el minuto 1 jajajaja
",1
"yo puedo más que la pinche enfermedad alv me la pela
",0
"¿ se refiere usted a la hibris de vicente fox y martita ?  @usuario o ésa hibris le vale madre ?
",0
"ni madre, no te aguantes mandaselo, a mi me duelen las chichis si me quedo caliente..😬
",0
"estoy hasta la madre de todas las publicaciones que hacen referencia a que ""todos los hombres son iguales""
",0
"enseña el cobre pero se lleva el oro y plata, el maricón canadiense y quiere hasta a peña nieto, q hasta nos haría un favor 
",1
"comprobado por el ine que los daniel son bien putos
",1
"a las 10 pm de ayer sábado, ya estaba durmiendo. me encanta mi vida loca.
",0
"@usuario @usuario  no mames si estamos peor de verdad no tienes madre pinche hipócrita, sínico ratero de mierda
",1
"algún día las voy a matar a todas pinches putas alv
",1
"no merezco a mi madre
",0
"el alcohol es la miel de las putas, donde hay ahí llegan.
",0
"se antoja mamar esa puchita y meterle la verga por el culo
",1
"me encanta escuchar los casos de la mano peluda! soy fan aunque sea bien marica😂😂😂😂
",0
"@usuario siempre les digo a las jóvenes que trabajen para evitar que las mantenga un mazacote que les cuente el dinero. tontas.
",0
"los dulces típicos más representativos de #puebla son el camote, las tortitas de santa clara y el muégano, ¿cuál es tu favorito? 
",0
" @usuario te amo, eres cabrona no lo olvides
",0
"omaiga, llevo 2 días comiendo como si no hubiera mañana... #gorda
",0
"todos los días tengo que llegar a un lugar donde una gorda pseudoprofesionista me está observando y analizado porque no le gusta que opine.
",1
"matame por favor, esto de ser universitaria y mujer luchona emprendedora de diseño no deja. mejor será la loca de los gatos 😭
",0
"relationship goals: enviarse piropos parafraseando al dude de pinche putita te pones bien pinche cachonda verdad hija de tu puta madre
",0
"soy tan loca que en la mañana puedo escuchar katy perry y en la tarde los tigres del norte
",0
"una porno de una indita chichona que se llame guadalupe y que haga rusas. para que se llame ""la rusa de guadalupe""
",0
"sigue en la rumba, con los pendejos de tus amigos y las putas de tus amigas, sabemos bien que quisieras hacer ahora. 
",1
"prefiero mil veces que me den en toda la madre diciéndome la verdad a que me endulcen el oído con pinches mentiras
",0
"los caguamones sol los deberían de beber las gordas, dan diarrea bien cabrona, pero empiezan sabroso 😋
",0
"ya acabé de lavar, ya terminé mi tarea del jueves. son 9:15 pm. ¿qué verga me está pasando?
",0
"@usuario pendejo lameculos. .i.
",1
"y pasa hecho la madre en su triciclo, no reduce la velocidad ni nada a ver si vende, tienes que estarlo esperando y saltarle enfrente.
",0
"cuando los putos patos le disparan a las escopetas.
",0
"mija, se te ve de la verga la ceja curveada, abstente.
",1
"dime si me estoy volviendo loca, dime por favor que a ti te pasa igual.
",0
"cinco jóvenes chocaron y provocaron la muerte de un conductor, en eje 3 oriente y mariquita sánchez
",0
"duérmete a la verga, tus notas nos aburren, tu comida nos vale verga, enseña tetas y el culo es lo unico que vendes bn 💩
",1
"ay si mi celular con funda roja, pinche color marica
",0
"estoy muy viejo como para estar de insistente con alguien. uno llega a una edad en la cual ya le vale madre.
",0
"@usuario presidente trump, chingas a tu madre
",1
"siento que tienen algún poder sobre mi idkk estoy loca
",0
"madre mía!!! sin palabras  #love_yourself_承_her  es buen día para haber pedido las 4 versiones
",0
"sabes que eres la verga cuando dos diferentes lugares en la misma zona ( la madero ) te buscan para que les hagas la imagen de su bar.
",0
"5:10 am y me acabo de despertar por otra pesadilla. desde que llegué he tenido pesadillas. y las de ayer y hoy han sido las más feas. 😭
",0
"putos todos y los que van a ultra a ver a alesso hoy :(
",1
"el contexto sirve como referencia,  no es ley, pero si a esas vamos...  putos todos!!!
",1
"@usuario ¿que tiene que ver la canción ardida con que la gente crea de mi lo peor? jajajaja
",0
"ya pase yo- me llamo la atencion y me instale, si es la de las fotos, ya tiene como sus 36, 
",0
"jajajaja son unos putos los dos ya pónganse a trabajar sin andar mamando
",1
"entonces deja de mamar con que todos vieron esa película.
",0
"batiendo mecos a mi cabron <url>
",0
"@usuario el camote es de puebla we jajaja
",0
"como pueden lucrar con niños...basuras hdp ...😢😢
",1
"hoy es un buen miércoles para mandar todo a chingar a su madre !!!
",0
"mi putito en tanga y en cuatro patas mamando mi verga 🍌🍑
",0
"eres un hijo de mil putas williams me cago en toda tu familia y tus muertos
",1
" @usuario @usuario la triste realidad d nuestro pais, mientras el hdp d @usuario  viaja en helicoptero y se chinga millones d pesos con el ojete d @usuario
",1
"en serio chavos… se ven bien putos hablando mal d una mujer, mejor agárrense los buebitos y hagan valer el título de hombre q les dieron.
",1
"que buen día para encontrarme al puto taxista degenerado y por buen día me refiero a que no puedo escoger peor día pa chingar la momi.
",1
"acá estamos pendejo, a nosotros no se nos va el internet joto 😎✌
",1
"también en un paseo por la provincia jajajajajajaja todos los chilangos, marcando territorio, putos, culeros!!!
",1
"están amigas como yose y luego esta claudia que dice las cosas pero lo que siguen de feas.
",0
"les gustan los mexxxicanos delgados? que el este que nos comparte su verga?
",0
"si quieren donar ropa (en buen estado no putos harapos) para morelos, puebla y oaxaca ponganse en contacto con @usuario 😈
",0
"mi bendición necesita que sea luchona <url>
",0
"este hilo va a mandar a la verga a muchos de los correctitos, los demás: dénselo con gusto xd
",1
"cundo hablan de hallar el olvido al estilo jalisco, ¿se refieren a volverse putos?
",0
"puta madre, porque se tienen que aparecer tres chicas sexys en mi vida al mismo tiempo
",0
"@usuario @usuario ahí está la ardida de aná morquecho es una manipuladora que al ver la felicidad de otro le.da tanto a su ego
",0
"depende que vayas a hacer en tu casa, si también vas a valer verga, mínimo en la uni ves gente
",0
"siempre que uno anda en sus días, tiene una melancolía vine cabrona 👎🏻
",0
"#seguronolosabespero esmeralda era el mismo diseño que shun. o sea, que ikki se enamoró de su hermano. guacala!! pu…
",0
"ahora sí ando bien cansado jaja pero eso no me quita las ganas de desflemar la verga  🤣😈 descansen #sextwitteros
",0
"y yo estoy aquí!!  borracha y loca y mi corazón ❤ idiota siempre brillará 💖 siempre brillará, y yo te amaré te amaré por siempre!!!!!!🎤🎶🎧🎸
",0
" @usuario yo estoy tranquilo y consiente que no dije nada we, que cagado que creas lo que te digan los demás y no tu ""mejor amigo"" pero es tu pedo.
",0
"y de repente llega esa persona que con solo una sonrisa te pone más loca que el olor de la carne al pastor. y es bonito. y esta bien.😘👌
",0
"que rico los atiendes. te ayudo a mamar mietras mi marido me culea?
",0
"ps • tú eres la loca obsesionada con los iluminadores jajaja me encantan tus fotos estás muy chula 😍
",0
"a la verga es horrible sentirse entre la espada y la pared ¿que se hacen en estos casos...? lo indebido o lo correcto 😒😒
",0
"la toma de fotos es este sábado :u !
",0
"si mi bro me hablara como le habla a su 👰, lo mando a la chingada. ¿cuándo interceder? 😏
",0
"el equipo hondureño no se merece el respeto ni de sus putas madres.
",1
"en 10 minutos cumplo 2 putas horas de mi casa al trabajo 😭 alguien que me mate.
",0
"perdón si te contestó rápido, yo si quiero hablar contigo hdp
",1
"una frentona, una narizona, una gorda y una dientona, uf super combo.
",1
"ya se sienten bien chingones por ser coach de flag ajajajajaajajj no eran ni titulares cuando jugaban, tantita madre
",0
"yo tuiteo de todo en esta.  perdóname diosito por esta vida loca que llevo.
",0
"no tengo ningún ed, sólo soy una gorda fingiendo
",0
"@usuario @usuario neta he sido una madre teresa con la paciencia pero ya hasta sacarme la pelusa del ombligo me trae más dicha
",0
"una reverenda mamada su servicio ni sms ni 01800 bloquean mi tag  por sus huevos putos!
",0
"rt veronicalderon: “calladita me veo más bonita”. #simematan #maracastilla #méxico
",0
"pinches hot dogs, les ponen cuanta madre y por eso piensan que son los más ricos del pinche sistema solar, no mamen mochitecos, salgan más!! 
",1
"jajajajajajajajaja  ya mejor que nos cargue la verga
",0
"mi doctora me prohibio estar triste, enojada, estresada, etc , lpm como carajos quiere que controle mis putos sentimientos...
",0
"@usuario y tu vas a dejar de ser mexicano con gustos gringos y pagado por putos politicos mexicanos y de ahi solo vas a quejarte de q o q …
",1
"extraño un chingo cuando íbamos a rompernos la madre en el futbolito cada salida
",0
"no puedo convertir el archivo a formato .srt me voy a volver loca
",0
"de verdad que estas feo pinche mazatleco indígena y maricon, jodido de mierda.
",1
"porque toda la gente le enseña a sus pericos a decir “puto”?
",0
"dale rt - ¿quieres hacerlo con una embarazada? 2227544889 una hora por 1,500 estoy lactando @usuario 
",0
"aparte maneja como si se estuviera cagado. ayudaaaaaaa
",0
" @usuario @usuario jaja sí  se ve q eres toda una puta bueno si tanto te gusta caeli y tienes tanta hambre  chupale su panocha y deja de mamar perra 😂😘🖕
",1
"soy como arsus, no valgo madre pero soy muy tierno.
",0
"tu ex, la que de ardida muere por que mi ex la traiga de a groupie, pero mi ex aún muere por mi.
",0
" @usuario @usuario @usuario putos televisos de mierdad sigan inflando y mamandosela a ochoa,reyes,layun y gallardo que son una mamada de jugadores. oribe si es bueno.
",1
"pero no llevan pistolas?. corren todos como putas ratas y cobardes que son. solo en manada como los borregos
",0
"verga goey. yo siempre que veo a mis compañeritos nanos pienso en ti. &lt;3 those bitches ain't that cute.
",0
"las cosas más estúpidas que se pueden ver.. 👊😠 a la cancha de va alentar no andar de putas!!!
",0
"@usuario yo también :( regrésate, el camote no es lo tuyo
",0
"@usuario hdp y pendejo uno que piensa que como son de interés social será mejor valen verga
",1
"no sé que odio más... sus preguntas tontas que me veo obligada a contestar o que se sepan toda mi vida 🙂
",0
"y ya estabas de joto llorando ..! ahí no puede ser el mundial sin messi y ronaldo
",1
"@usuario @usuario porque en méxico para ser feminista existen dos requisitos? estar feas y parecer hombres
",1
"estoy cagada de miedo pero si todo sale chingon, les invito whisky, coca y putas
",0
"cachondo hetero engañado machin #vergon #chacal #mayate #grindr #manhunt #macho #verga
",0
" @usuario @usuario putos argentinos, no se merecen a messi, ojalá que no clasifiquen y qué messi renuncie, a ver que pinches hacen con todos sus muertos…
",1
"tengo 28 años  0 tatuajes 0 piercings  0 hijos  0 mascotas  ¿porque verga sigo vivo ?
",0
"¿cómo le hacen para ser tan prietas y verse tan güeras en sus fotos? pregunta seria
",1
"@usuario en la madre!
",0
"bien hecho. el gobierno de puebla da soluciones tontas y queda en ridículo 😣😣 <url>
",0
" @usuario @usuario @usuario a mi los ewoks me gustan, son pequeños y peludos y tienen ojotes. ah! y la trilogía original d star wars es una reata grande y gorda 🍆 
",0
"ya estaba pendeja antes de conocerte, ni te emociones.
",0
"@usuario cada día excusas más tontas
",0
"que mentada de madre tener que levantarse a las 5:00/5:30
",0
"si viejo, desde el patrón del mal o el cartel de los sapos que también sale este personaje siempre interpretado como gay…
",0
"ahuevo le hubiera dado mas fuerte a ese pinche joto chismoso
",1
"ya chingo a su madre la güera loca de trump como lider munfial, ya nadie confia en el ni en los gringos...juar...juar...juar...!!! 
",1
"yo toy viendo como se agarran a fregasos:v ando cansao putos v:v
",0
"los precios del gas lp y la luz subiendo. y esos putos, robando.
",1
"@usuario seguramente son viejas las que te envidian, las feas, las gordas y las malcogidas encabezan la lista.
",1
"estuvo en tlaquepaque la semana pasada y yo me volví loca por que creí que ya había sido la reunión jaja
",0
"lameculos al cuadrado. 
",0
"coincido completamente. las autoridades no se pueden seguir haciendo de la vista gorda
",0
"ya parale pendejo de @usuario y @usuario que no tienen llenadera con las putas inmobiliarias
",1
"no mamen putos hondureños. con ese nivel, esa actitud y esa ayuda arbitral a que chingada madre van al mundial??? @fenafuthorg
",1
"no me estoy escondiendo menos hacer o hablar mal de mi sangre... no se pasen de vergas. putos chismes.
",0
"#alerta #rt #chiapas desaparecidas madre e hija, abordaron taxi en bodega aurrera de calzada al sumidero en #tuxtlagtz y no se supo de ellas
",0
"hdp, ladrón y neonazi !!! 
",1
"esta bien cabron ver como hay amigos que en 6 meses le aportan mas a tu vida que otras llevan contigo 4 ó 5 años
",0
"estoy en una etapa de mi vida en la que no necesito impresionar a nadie, si te agrada como soy, perfecto y si no, pues a chingar su madre.
",0
"woou rulo invita..yo tambien quiero mamar esa panocha deliciosa y clavarsela
",0
"sacame  la leche a sentones o con la boca .. 🍆💦💦  rt  rt  rt  si quieres juegar con mi verga
",0
"en su ya gustada sección los regios estan bien pendejos....... pinches putos
",1
"mi mente es como twitter pero para mentar la madre.
",0
"no mamar!!!! si este wey quiere sacar petróleo con una cubeta el muy pendejo. 🙁
",1
"creo que estoy loca😂 a veces le mando msjs a mi bf de ""nos vemos en tal lado a las 6:30"", obvio no voy pero me gusta pensar que vive aqui😭💔
",0
"soy de esos románticos que cuando voy rápido les grito: ""muévanse putas tortugas de mierda"" pero cuando me rebasan digo: ¿mucha prisa puto?😕
",0
"deja de hacer muy buenos tuits y rts, quiero darle fav a todo y parezco loca 🙃
",0
"pinches amigos culeros, ya todos casados valen madre 😢 putos
",1
"ulises dávila está bien pendejo, me acuerdo cuando jugó en chivas. que bueno que lo mandaron a la verga.
",1
"solicito de su ayuda y de las autoridades en el #edomex hay un idiota loco , maricon que me urge esta jalando ayudeme ah detenerlo
",0
"de verdad ya quiero irme a la verga de mi casa, siempre me tiran mierda bajita la mano.
",0
"river en 2 semis finales y vos seguila mirando x fox bostero hdp como los odio !!!!!!
",1
"yo sí sería un gobierno autoritario militar capitalista. pero estaríamos como singapur: una verga.
",0
"me pase al nuevo esquema de pensiones de afores, ya no soy una carga para el estado hijos de sus putas madres 😊👏🏻👏🏻👏🏻👏🏻
",0
"me sacaron ayer una muela... así que debo reposar en casa y mi verga no sabe reposar 😈🔥
",0
"hay viejas exigentes que piden cenas románticas en restaurantes de lujo, no mamen pendejas, confórmense con unos tacos de canasta, putas.
",1
"ya esto bien gorda y amorfa
",0
"el maricon de just_andres, a mi le hicieron ponérmelo por un reto;v
",1
"me supera que sigan a algo llamado ""borrachosvip"". verga. digo, ""v word"".
",0
"#cosasquememolestan que no me salgan las putas derivadas parciales
",0
"hoy es viernes de ser un cabron y darle verga a los putos como lo pidan! @hotelmazatlan_
",0
"estaba tan tonta a los 16 años que deje de hablarle a personas que considere mis amigos por razones demasiado estúpidas!! que inmadura era🤔
",0
"estoy a una tecla de mandar a la 💩, mi hermosa exposición de aditivos alimentarios.
",0
"ve tú a saber de dónde carajos podría ser ofensiva. no mamar.
",0
"putos gringos a chingar a su madre!!! #suertepalaproxima
",1
"daenerys targaryen: madre de dragones y de estilismos
",0
"como cuando llevabas hot dogs a la primaria y cada que le dabas una mordida tus amigos se agarraban la verga y hacían como que les dolía 😂
",0
"eso es para putos, solo hace más tedioso el trabajo y hace que los demás se distraigan viéndo la decoración
",0
"ah ya va. y para ser más hdp aún, simplemente botó la cuestión en la basura. o sea joden por joder.
",0
"luchaaaa!!! lucha por tus metas!!! se una chef luchona!!! soy tu fan!!!
",0
"putos todos en aeropuerto internacional de la ciudad de méxico
",1
"siempre que me baño se me apagan las putas luces porque duro un chingo y las luces son de sensores
",0
"cuando ya liberaron los 280 caracteres pero nos encanta estar mamando.
",0
"@usuario que puto centro pusiste para el gol bien guti rifado!
",0
"sé que ya me va a llegar el periodo cuando me empiezo a poner de marica por ti ahre
",0
"mis vecinos estaban haciendo peda y les grité que le bajaran a la música y adivinen a quién la mandaron a la verga🤷…
",0
"hablamos del pasado como si hubiera sido mejor. pero es por que nos acobardamos al futuro. osea que no sea marica pues’n.
",0
"tendré que ir sola porque no tengo amig@ ni a nadie a quien decirle que me acompañe jaajja los odio,putos.
",1
"qué sabemos que las gordas con dinero son bien putas y por coincidencia tienen el mismo nombre todas 😅
",1
"maricas hijos de puta. qué fastidio son para el fútbol. pónganse a jugar con una chingada y dejen de estar de putos maricones.
",1
"no quería mentarte la madre tan temprano ,pinche maricón il ""buasap"" pinche millenial cacha moscas
",1
"cuando me enteré llore y grité como una loca!!! veo sus videos y aun se me hacen agüita mis ojitos de felicidad!
",0
"ah se me olvidaba, seguro al rato me bloquea el maricón jaja
",0
"no sé quién me da más risa,si la gorda que cree que tiene ""amigos"", la prieta con sus mentiras de siempre o la prepago con su vida perfecta.
",1
"fueran serias o súper tontas, había un comentario de ella.🙈
",0
"dónde putas quedó el ""no quiero que te vayas, no quiero perderte"" dónde, carajo
",0
" @usuario pendejo no eres profesional, deja que te topes con un cartel o un cabrón endiablado y empecherado a ver si muy vergas puto maricón
",1
"mi abuelito dice que en sus tiempos las únicas que fumaban mota eran las putas y tatuadas, y esta contento porque no se pierde esa costumbre
",1
"@usuario estamos esperando a que el güero suba al balcón, pero hoy no fue por su camote 😂😂
",0
"andar en twitter antes de valer valer madre en el exámen es un don de dios.
",0
"siempre mean gustado eso tres putos lunares que tienes/)😽
",0
"cuando salio mi bebé @usuario en el adelante de la serie grite como loca😂 necesito una canción con ustedes dos @usuario ❤🌹
",0
"lo que antes me gastaba en caguamas ahora me lo gasto en fruta, en tremendo maricon me he convertido ☹️
",0
"estaría muy cagado empezar a dar follows, así tal cual lo hacíamos en el 2009 jajajaja
",0
"de esas cualidades mías que no sirven para una puta madre pero de las cuales me siento orgulloso.
",0
"uy te vuelves loca en agüitas ahora que viene el festival de las calaveras hay tanta cosa de esas
",0
"ahora sí ya me va a valer 100 kg de verga todo porque ya no tienen con que amenazarme bye
",0
"por qué chingadasmadres no matan al rival puta madre!!! @usuario 😡😡😡😡😡😡😡😡😡
",0
"que rica puta perra con ganas de ponerte a mamar mi verga y bañarte de leche
",1
"hacer comparaciones para este wey es demasiado, se complica sólo. ya me imagino a la hora del sexo, esc… https://t.co/1rparvtqtu
",0
"en el viaje q @usuario aprendió que roban de las maletas en #volaris, yo aprendí que las rodillas son feas por naturaleza #esodijo @usuario
",0
"aquí a la damita sí le gusta decir verga. sin albur
",0
"la fea criticando a ""feas"". 😂😂🤦🏻‍♀️
",0
"ya qué putas esperan para vender el rancho de javier duarte sus posesiones y 19 propiedades mucho dinero para ayudar #sismo19s #mexicodepie
",0
"creo que ya sé quién fue.  chinga tu madre y no me vuelvas a hablar nunca, porque te voy a mandar a la verga como bien me sale
",1
"mi madre la he tirado de loca xq hay doctores q le han dicho q la fibro no existe q es mental soy una basura ?
",0
"@usuario buenos diaaas☔☔ a toda madre......que siga lloviendo
",0
"para cuándo putas piensan acabar de arreglar la carretera irapuato-salamanca 😡😡😡😡
",0
"llega una edad en la q una tiene la madurez de aceptarse tal y como es; sabes q no tendrás cuerpo d modelo y simplemente te chingas un tamal
",0
"que si estos, que si lo otro… qué pinche valor tienen para hablar y decir mamadas, ya no se hagan de la vista gorda, malditos imbéciles
",1
"sudando la gota gorda literal!! con este puto calor y culiando a las 2pm #siempretuyo #escorthombres
",0
"súper ""ok"" yo tengo que aguantar tus mamonerias y tus putos visto. 😔😒
",0
"el último round antes de que se desmaye la gorda.
",0
"se armó la gorda pero la que le voy a meter en la boca 😂😂
",0
"de qué me sirve dar putos unfollows si me siguen saliendo cada que le dan like a sus tuits inmamables.
",0
"ese skyalert ya ma tiene vuelta loca con tanto... sismo detectado!! 😳
",0
"y así hablan un par de putos calderonistas operadores del pri . les interesa que un tecnocrata les tape el negocio
",1
"considero que lo más conveniente seria que lo retes a unos vergazos mi jelipe! rómpele la madre a ese pinchi joto!
",0
"ese wey que acaba de entrar corriendo como marica. lo mejor del partido, definitivamente #mexicovshonduras
",1
"no sé cuando putas tengo que entregar mi reporte  de reisdencias jajaja ☹
",0
"esos pinches huevotes y verga lechera solo podía ser de @usuario 👅¿quién quiere?
",0
"putos corazones a ella si no? ojalá te cargue la verga puto
",1
"me vale muchísima verga que hayan quitado el corto de olaf antes de coco porque yo ya me lo tuve que mamar todito 😒
",0
"ya que deje de llover chingada madre 😡
",0
"si te apasiona, rómpete la madre.#berraco
",0
"no sé por qué la gente que se opera las nalgas se ve muy gorda.
",0
"marica!! aventar la piedra y esconder la mano = falta de 🍳🍳
",1
"o sólo en las del r.m. me vale verga, pero etiquetáme par favarrrrr 😭
",0
"@usuario hay cosas tan tontas pero q son taaaaaaaan llamativas q las debes tener jajajaja 😌
",0
"ahí vas a mamar 😂😂😂. no amigo, estuve viendo la champions hoy pero hoy no hubo gente del madrid quién…
",0
"me he vuelto un experto contando calorías.. ¿me estaré volviendo viejo, o joto, o un insoportable ex gordo? sabe. #midudaexistencial
",0
"pechos frios y falta de talento de osorio. si tienen dignidad no se presenten en rusia. putos
",1
"pues en persona no te ves de 500 likes culera. *putos filtros 😕🤣
",1
"lo que no entienden los ""putos"" futbolistas (del país que sea), es que el verdadero periodista no es porrista.
",1
"ahora en la noche tocará ver perder a los putos yankees.
",1
"extraño a lyachu, ojalá haya estudiado para su puto examen ehhhh
",0
"si cada risa te da 5 minutos más de vida entonces chabelo me la pela
",0
"licenciada de mi materia de desarrollo organizacional, vas y chingas a tu madre, muy neta.
",1
"no dejar que nadie cague tu día, que chinguen su madre. 💆
",1
"creo que la razón de no haberme enojado en tanto tiempo, es porque no me han dado un ""no"" por respuesta. conclusión: todos me la pelan.
",0
" @usuario @usuario chinguen a su puta perra madre los lambewevos osvaldo el primero, kikin putarrin su mamá me la pela, y doy la cara para lo  q quiero  putos
",1
"no termine de entender ¿si eres gorda tienes suerte de que alguien te acose?
",0
"en ese momento en donde te bloquean de todas las redes sin ningún motivo y de pronto zaz vuelve a aparecer jajaja que #maricon
",0
"verga! ¿qué verga es esa verga de acorrientarse de a vergas por andar con la verga en la boca? verga!
",0
"brasil ya elimino a chile jsjaja putos chilenis de mierda que bueno que no van al mundial
",1
"hijos de la verga , sin ilegales , aquí hacemos lo mismo o peor con los sudamericanos y nadie se quejan ni llora. @usuario
",1
"thor ragnarok me gustó muchísimo, y no sé si es por que no soy fan de marvel, o por que puedo disfrutar de las cosas sin andar mamando... 🤣
",0
"una puta gorda solapada rencorosa es peor! jajajaja chis tuiter
",1
"el gobierno federal acaba de inaugurar una nueva ruta para que vayas y chingues toda tu reputísima madre
",1
"mujeres que critican a las pocas chichis, ¿ustedes son unas perras de ocho chichis o qué verga?
",1
"a mi hermana le robaron la ropita de su bebé ... ches putos
",1
"puto enano tipo hemorroide ,, cambia las reglas de todos los antros teibols , y bosque magicoby pasante las reglas por los wevos pinche
",1
"ando bien caliente solo de imaginar que me como tus labios #sex #verga #zac
",0
"parecemos pandas porque somos cachetonas, ¿ya? paren de mamar.
",0
"¡mamá luchona! dejó su hijo por 45 minutos en el auto por ir de compras al centro
",0
"putos chamacos les grite tanto que me duele la garganta
",1
"jajajajajajaja te la mamaste! sigue en el bote no? la machorra? @usuario
",1
"madre mía ! gracias dios !
",0
"@usuario no le entiendo a esta madre jajajaja 😂 pero ya estoy aquí pp ❤️
",0
"a todos los que tengan vecinos como los míos que ven que sigue fallando el agua y se ponen a lavar les deseo todo el pinche mal por putos.
",1
"aunque no me molestaria morir por snu-snu 😂
",0
"pinche maricón cabrón, eso qué esos balones son livianos, si le pegara uno común y corriente, qué esos si duelen, no pues se muere #ochoa 😂😂 <url>
",1
"se rifaron cabrón @usuario los amo 😍 <url>
",0
"quiero dormir, pero también quiero ver esta película que sé me hará llorar. porque uno de repente amanece así, joto.
",0
"de lo único que me arrepiento es de haberle dado mi amistad a una persona tan ardida he hipócrita. 😌
",0
"árbitro hijo de 70 mil putas, por su culpa perdió méxico #hayquetenermemoria #mequejocuandomeperjudican
",1
"ahora si ya deje de estar de chilloncito marica, ma' frens. 🌚🌚🌚
",0
